Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"02/04/2019","THE COTTAGE, BALGRIFFIN, DUBLIN 17","Dublin 17","Dublin","€1,000,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","1 PHOENIX VIEW, JAMESS ST, DUBLIN","Dublin 8","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","10 RATHBORNE WALK, ROYAL CANAL PARK, ASHTOWN","Dublin 15","Dublin","€348,017.62","No","Yes","New Dwelling house /Apartment",""
"03/04/2019","10 Shackleton Gate, Shackleton Park, Lucan","","Dublin","€303,964.00","No","Yes","New Dwelling house /Apartment",""
"03/04/2019","12 Shackleton Wood, Shackleton Park, Lucan","","Dublin","€334,801.00","No","Yes","New Dwelling house /Apartment",""
"03/04/2019","126 LIOSCIAN, MOORETOWN, SWORDS","","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","128 LANDSCAPE PARK, CHURCHTOWN, DUBLIN 14","Dublin 14","Dublin","€588,300.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","129 MELLOWES PARK, FINGLAS WEST DUBLIN 11, DUBLIN","Dublin 11","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","141 WOODBINE PARK, RAHENY, DUBLIN 5","Dublin 5","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","15 BAWNVILLE AVE, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","16 Somerton Lawns, Newcastle Road, Lucan","","Dublin","€317,181.00","No","Yes","New Dwelling house /Apartment",""
"03/04/2019","174 CHARLEMONT, GRIFFITH AVENUE, DUBLIN 9","Dublin 9","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","19 Adamstown Park, Adamstown Square, Adamstown","","Dublin","€334,801.76","No","Yes","New Dwelling house /Apartment",""
"03/04/2019","2 Belltree Lane, Belltree, Clongriffin","Dublin 13","Dublin","€330,396.00","No","Yes","New Dwelling house /Apartment",""
"03/04/2019","2 RAPHOE RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€392,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","22 Cedarview, Northwood, Santry Demense","Dublin 9","Dublin","€418,502.19","No","Yes","New Dwelling house /Apartment",""
"03/04/2019","22 Templeville Park, Templeogue, Dublin 6W","Dublin 6w","Dublin","€682,819.38","No","Yes","New Dwelling house /Apartment",""
"03/04/2019","224 COOLEY RD DRIMNAGH, DUBLIN 12, DUBLIN","Dublin 12","Dublin","€279,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","23 LEESON STREET UPPER, DUBLIN 4","Dublin 4","Dublin","€1,625,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","234 CHERRIES ROAD WEDGEWOOD, SANDYFORD DUBLIN 16","","Dublin","€215,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","24  The Avenue, Robswall, Malahide","","Dublin","€590,308.37","No","Yes","New Dwelling house /Apartment",""
"03/04/2019","29 CHRISTCHURCH HALL, HIGH ST, DUBLIN 8","Dublin 8","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","295 KILBARRACK RD, RAHENY, DUBLIN 5","Dublin 5","Dublin","€168,750.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","29A McAuley Drive, Artane, Dublin 5","Dublin 5","Dublin","€87,500.00","Yes","Yes","New Dwelling house /Apartment",""
"03/04/2019","3 GLEBE HALL, KILL AVE, DUN LAOGHAIRE","","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","31 RAVENSWOOD CRESCENT, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","33 DOLLYMOUNT GROVE, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€745,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","33 RATHBOURNE AVE, DUBLIN 15, DUBLIN","Dublin 15","Dublin","€299,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","33 Somerton Green, Newcastle Road, Lucan","Dublin 20","Dublin","€449,339.00","No","Yes","New Dwelling house /Apartment",""
"03/04/2019","342A NORTH CIRCULAR RD, PHIBSBOROUGH, DUBLIN 7","Dublin 7","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","42 PLUNKETT GREEN, FINGLAS WEST, DUBLIN 11","Dublin 11","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","43 CORR CASTLE, SUTTON, DUBLIN 13","Dublin 13","Dublin","€175,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","5 Larkfield Dale, Clay Farm, Leopardstown","Dublin 18","Dublin","€440,528.00","No","Yes","New Dwelling house /Apartment",""
"03/04/2019","5 Parkside Gardens, Parkside, Balgriffin","Dublin 13","Dublin","€400,881.06","No","Yes","New Dwelling house /Apartment",""
"03/04/2019","5 RAFTERS RD, DUBLIN 12, DUBLIN","Dublin 12","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","51 CLANBRASSIL ST UPPER, SOUTH CIRCULAR RD, DUBLIN 8","Dublin 8","Dublin","€650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","54A LEINSTER AVE, FAIRVIEW, DUBLIN 3","Dublin 3","Dublin","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","6 SHANCASTLE LAWNS, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","6 Somerton Lawns, Newcastle Road, Lucan","","Dublin","€308,370.04","No","Yes","New Dwelling house /Apartment",""
"03/04/2019","6 THE NURSERIES, MULHUDDART, DUBLIN 15","Dublin 15","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","6 WILLBROOK HOUSE, NORTHBROOK AVENUE, RANELAGH","Dublin 6","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","69A LYMEWOOD MEWS, SANTRY DEMENSE, NORTHWOOD","","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","8 PHOENIX VIEW, JAMESS ST, DUBLIN","Dublin 8","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","81 CARNDONAGH DR, DONAGHMEDE, DUBLIN 13","Dublin 13","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","9 AYRFIELD PLACE, AYRFIELD, DUBLIN 13","","Dublin","€275,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","9 FR MATTHEW SQUARE, SMITHFIELD, DUBLIN 7","Dublin 7","Dublin","€337,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","9 Larkfield Dale, CLAY FARM, LEOPARDSTOWN","Dublin 18","Dublin","€440,528.00","No","Yes","New Dwelling house /Apartment",""
"03/04/2019","9 PUDDING ROW, TEMPLEBAR, DUBLIN 8","Dublin 8","Dublin","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","9 WOODSIDE DR, CASTLE PARK, RATHFARNHAM DUBLIN 14","Dublin 14","Dublin","€1,150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","95 BLARNEY PARK, KIMMAGE, DUBLIN 12","Dublin 12","Dublin","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","98 ABBOTSTOWN AVE, FINGLAS, DUBLIN 11","Dublin 11","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","BELROBIN, 46 NEWTOWN PARK AVENUE, BLACKROCK CO. DUBLIN","","Dublin","€1,850,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","BLOCK A APT 6, ISOLDES TOWER, LOWER EXCHANGE ST","Dublin 8","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","No.2 Rathborne Walk, Royal Canal Park, Ratoath Road","","Dublin","€374,449.34","No","Yes","New Dwelling house /Apartment",""
"03/04/2019","ROSLYN, CLAREMONT RD, HOWTH DUBLIN 13","Dublin 13","Dublin","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","ROSLYN, CLAREMONT RD, HOWTH DUBLIN 13","Dublin 13","Dublin","€1,910,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2019","THE CHATTERBOX, 1A CORNELSCOURT HILL, FOXROCK DUBLIN 18","Dublin 18","Dublin","€830,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","100 BOROIMHE BEECH, BOROIMHE, SWORDS","","Dublin","€351,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","123 CRUISE PARK DR, TYRRELSTOWN, DUBLIN 15","Dublin 15","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","13 Kenure Gate, Park Road, Rush","","Dublin","€352,422.00","No","Yes","New Dwelling house /Apartment",""
"04/04/2019","14 Hollywoodrath Way, Hollystown, Dublin 15","","Dublin","€310,573.00","No","Yes","New Dwelling house /Apartment",""
"04/04/2019","15 TEMPLEOGUE LODGE, TEMPLEOGUE, DUBLIN 6W","","Dublin","€487,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","16 ELMFIELD DR, CLARE HALL, DUBLIN 13","Dublin 13","Dublin","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","17 BANK HOUSE, CORNMARKET, DUBLIN 8","Dublin 8","Dublin","€277,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","17 MOYLARAGH PARK, BALBRIGGAN, DUBLIN","","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","174 CLIFDEN COURT, ELLIS QUAY, DUBLIN 7","","Dublin","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","19 Dodderbrook Walk, Ballycullen","Dublin 24","Dublin","€341,675.00","No","Yes","New Dwelling house /Apartment",""
"04/04/2019","2 HAWTHORN AVE, EAST WALL, DUBLIN CITY","Dublin 3","Dublin","€242,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","24 BEAUPARK MEWS, DUBLIN 13, DUBLIN","Dublin 13","Dublin","€349,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","24 Glenart Avenue, Blackrock","","Dublin","€1,894,273.10","No","Yes","New Dwelling house /Apartment",""
"04/04/2019","25 Inglenook Wood, Glenamuck Road, Carrickmines","Dublin 18","Dublin","€445,475.00","No","Yes","New Dwelling house /Apartment",""
"04/04/2019","26 stratton drive, adamstown square, adamstown","","Dublin","€361,233.00","No","Yes","New Dwelling house /Apartment",""
"04/04/2019","28 CEDARBROOK WALK, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","28 PLAS CRANFIELD, DUMHACH THRA, DUBLIN 4","Dublin 4","Dublin","€682,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","3 CHARLEVILLE AVE, DUBLIN 3","Dublin 3","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","3 Rathmill Park, Rathmill Manor, Rathcoole","","Dublin","€405,000.00","No","Yes","New Dwelling house /Apartment",""
"04/04/2019","30 ANNAMOE TERRACE, CABRA, DUBLIN","Dublin 7","Dublin","€283,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","31 ABBEYLANDS, LUSK VILLAGE, LUSK","","Dublin","€247,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","33 VALENTIA RD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€895,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","36 ALBANY RD, RANELAGH, DUBLIN 6","Dublin 6","Dublin","€1,300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","37 FORT OSTMAN, OLD COUNTY RD, CRUMLIN DUBLIN 12","Dublin 12","Dublin","€224,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","4 LEOPARDSTOWN RISE, LEOPARDSTOWN, DUBLIN 18","Dublin 18","Dublin","€900,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","4 O'DONNELL GARDENS, GLASTULE, COUNTY DUBLIN","","Dublin","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","4 Rathborne Walk, Royal Canal Park, Ratoath Rd Ashtown","Dublin 15","Dublin","€356,828.19","No","Yes","New Dwelling house /Apartment",""
"04/04/2019","50 CARLINGFORD RD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","50 DOLLYMOUNT AVENUE, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","52 DRUMFINN RD BALLYFERMOT, DUBLIN 10, DUBLIN","Dublin 10","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","57 CARRIGMORE LAWNS, SAGGART, DUBLIN","Dublin 24","Dublin","€256,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","61 BALALLY AVE, DUNDRUM, DUBLIN 14","Dublin 16","Dublin","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","64 CLANMAURICE RD, DONNYCARNEY, DUBLIN","Dublin 5","Dublin","€385,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","66 Ardilea Crescent, Heidleberg, Ardilea","Dublin 14","Dublin","€488,725.00","No","Yes","New Dwelling house /Apartment",""
"04/04/2019","67 GARNISH SQ, WATERVILLE, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","75 FOXHILL AVE, BALDOYLE, DUBLIN 13","Dublin 13","Dublin","€170,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","76 BLOCK C, SMITHFIELD, DUBLIN 7","Dublin 7","Dublin","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","77 BLOCK C, SMITHFIELD, DUBLIN 7","Dublin 7","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","81 BLOCK B, SMITHFIELD, DUBLIN 7","Dublin 7","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","81 PEMBROKE SQ, GRAND CANAL DOCK, DUBLIN 4","Dublin 4","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","83 CEDAR SQ, FOREST RD, SWORDS","","Dublin","€242,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","9 COOLMINE BLVD, BLANCHARDSTOWN, DUBLIN 15","Dublin 15","Dublin","€415,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","9 Taylor Hill Green, Balbriggan, Co. Dublin","","Dublin","€246,696.00","No","Yes","New Dwelling house /Apartment",""
"04/04/2019","93 BLOCK B, SMITHFIELD MARKET, SMITHFIELD DUBLIN 7","Dublin 7","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","94 SMITHFIELD VILLAGE, DUBLIN 7, DUBLIN","Dublin 7","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2019","WHITE LODGE, 9 EGLINGTON PARK, DUN LAOGHAIRE","","Dublin","€1,300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","1 GLEBE COURT, DEANSGRANGE RD, BLACKROCK","","Dublin","€415,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","100 RATHMINES TOWN CENTRE, RATHMINES RD LOWER, RATHMINES DUBLIN 6","Dublin 6","Dublin","€118,333.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","101 Adamstown Way, Adamstown Square, Adamstown","","Dublin","€295,154.18","No","Yes","New Dwelling house /Apartment",""
"05/04/2019","11 Somerton Lawns, Newcastle Road, Lucan","","Dublin","€312,775.00","No","Yes","New Dwelling house /Apartment",""
"05/04/2019","11 THE GARDENS, CARRIGMINES MANOR, GLENAMUCK RD DUBLIN 18","Dublin 18","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","11 The Place, Citywest Village, CITYWEST","Dublin 24","Dublin","€281,938.32","No","Yes","New Dwelling house /Apartment",""
"05/04/2019","111  Adamstown Way, Adamstwn Square, Adamstown","","Dublin","€295,154.18","No","Yes","New Dwelling house /Apartment",""
"05/04/2019","12 THE LAURELS, BUTTERFIELD AVE, RATHFARNHAM DUBLIN 14","Dublin 14","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","13 Hollywoodrath Way, Hollystown, Dublin 15","Dublin 15","Dublin","€299,118.94","No","Yes","New Dwelling house /Apartment",""
"05/04/2019","13 OLDBRIDGE GROVE, LUCAN, DUBLIN","","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","14 GREEN VIEW, SEABROOK MANOR, STATION RD","Dublin 13","Dublin","€368,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","149 KIMMAGE RD WEST, KIMMAGE, DUBLIN 12","Dublin 12","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","15 NEILSTOWN DR, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€187,912.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","152 GLASANAON RD, FINGLAS, DUBLIN 11","Dublin 11","Dublin","€266,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","157 LIMEKILN RD, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","16 Diswellstown Park, Castleknock, Dublin 15","Dublin 15","Dublin","€458,149.77","No","Yes","New Dwelling house /Apartment",""
"05/04/2019","16 TEMPLE LAWNS, NORTH WOOD, SANTRY DUBLIN 9","Dublin 9","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","17 A Pinewood Drive, Glasnevin","Dublin 11","Dublin","€173,800.00","No","Yes","New Dwelling house /Apartment",""
"05/04/2019","175 BEAUMONT RD, BEAUMONT, DUBLIN 9","Dublin 9","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","2 GLEBE COURT, DEANSGRANGE RD, BLACKROCK","","Dublin","€415,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","20 HAZELBURY PARK, CLONEE, DUBLIN 15","Dublin 15","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","20ALLENTON RD, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€218,531.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","21 WOODLANDS, DUBLIN 15, DUBLIN","Dublin 15","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","216 ORWELL PARK HEIGHTS, TEMPLEOGUE, DUBLIN 6W","","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","22 ASHMOUNT, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","22 EDEN AVE, RATHFARNHAM, DUBLIN","Dublin 16","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","22 KILCROSS ROAD, SANDYFORD, DUBLIN 18","Dublin 18","Dublin","€204,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","24 LORETO ROW, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","24 THE SYCAMORE, ELMFIELD, BALLYOGAN RD DUBLIN 18","Dublin 18","Dublin","€405,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","248 KILLINARDEN ESTATE, TALLAGHT DUBLIN 24, DUBLIN","Dublin 24","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","26 CEDARVIEW, NORTHWOOD, SANTRY DEMESNE","Dublin 9","Dublin","€422,906.00","No","Yes","New Dwelling house /Apartment",""
"05/04/2019","26 MULGRAVE ST, DUN LAOGHAIRE, DUBLIN","","Dublin","€750,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","27 CHARLEMONT, GRIFFITH AVE, DUBLIN 9","Dublin 9","Dublin","€620,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","29 LOMBARD ST WEST, PORTOBELLO, DUBLIN 8","Dublin 8","Dublin","€795,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","3 GLEBE COURT, DEANSGRANGE RD, BLACKROCK","","Dublin","€415,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/04/2019","31 ROKEBY PARK, LUCAN","","Dublin","€700,440.00","No","Yes","New Dwelling house /Apartment",""
"05/04/2019","35 BRAMLEY VIEW, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
